LineId,Time,Level,Content,EventId,EventTemplate,Content_clean,EventTemplate_clean,Level_encoded
457,2005-12-04 06:58:28,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
458,2005-12-04 06:58:29,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
459,2005-12-04 06:58:29,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
460,2005-12-04 06:58:51,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
461,2005-12-04 06:58:53,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
462,2005-12-04 06:58:54,notice,jk2_init() Found child 32677 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
463,2005-12-04 06:58:54,notice,jk2_init() Found child 32676 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
464,2005-12-04 06:58:54,notice,jk2_init() Found child 32678 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
465,2005-12-04 06:59:28,notice,jk2_init() Found child 32679 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
466,2005-12-04 06:59:28,notice,jk2_init() Found child 32680 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
467,2005-12-04 06:59:34,notice,jk2_init() Found child 32681 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
468,2005-12-04 06:59:34,notice,jk2_init() Found child 32682 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
469,2005-12-04 06:59:38,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
470,2005-12-04 06:59:40,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
471,2005-12-04 06:59:45,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
472,2005-12-04 06:59:45,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
473,2005-12-04 06:59:47,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
474,2005-12-04 06:59:47,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
475,2005-12-04 06:59:59,notice,jk2_init() Found child 32683 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
476,2005-12-04 07:00:06,notice,jk2_init() Found child 32685 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
477,2005-12-04 07:00:32,notice,jk2_init() Found child 32688 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
478,2005-12-04 07:00:32,notice,jk2_init() Found child 32695 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
479,2005-12-04 07:00:32,notice,jk2_init() Found child 32696 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
480,2005-12-04 07:01:25,notice,jk2_init() Found child 32701 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
481,2005-12-04 07:01:26,notice,jk2_init() Found child 32702 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
482,2005-12-04 07:01:55,notice,jk2_init() Found child 32711 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
483,2005-12-04 07:01:55,notice,jk2_init() Found child 32708 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
484,2005-12-04 07:01:55,notice,jk2_init() Found child 32710 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
485,2005-12-04 07:01:55,notice,jk2_init() Found child 32709 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
486,2005-12-04 07:01:57,notice,jk2_init() Found child 32712 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
487,2005-12-04 07:02:01,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
488,2005-12-04 07:02:01,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
489,2005-12-04 07:02:01,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
490,2005-12-04 07:02:01,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
491,2005-12-04 07:02:01,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
492,2005-12-04 07:02:03,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
493,2005-12-04 07:02:03,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
494,2005-12-04 07:02:03,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
495,2005-12-04 07:02:03,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
496,2005-12-04 07:02:03,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
497,2005-12-04 07:02:52,notice,jk2_init() Found child 32713 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
498,2005-12-04 07:03:23,notice,jk2_init() Found child 32717 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
499,2005-12-04 07:03:48,notice,jk2_init() Found child 32720 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
500,2005-12-04 07:04:27,notice,jk2_init() Found child 32726 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
501,2005-12-04 07:04:55,notice,jk2_init() Found child 32730 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
502,2005-12-04 07:04:55,notice,jk2_init() Found child 32729 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
503,2005-12-04 07:04:55,notice,jk2_init() Found child 32731 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
504,2005-12-04 07:05:44,notice,jk2_init() Found child 32739 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
505,2005-12-04 07:05:44,notice,jk2_init() Found child 32740 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
506,2005-12-04 07:06:11,notice,jk2_init() Found child 32742 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
507,2005-12-04 07:07:23,notice,jk2_init() Found child 32758 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
508,2005-12-04 07:07:23,notice,jk2_init() Found child 32755 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
509,2005-12-04 07:07:23,notice,jk2_init() Found child 32754 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
510,2005-12-04 07:07:30,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
511,2005-12-04 07:07:30,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
512,2005-12-04 07:07:30,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
513,2005-12-04 07:07:30,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
514,2005-12-04 07:07:30,error,mod_jk child workerEnv in error state 10,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
515,2005-12-04 07:07:30,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
516,2005-12-04 07:08:02,notice,jk2_init() Found child 32761 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
517,2005-12-04 07:08:02,notice,jk2_init() Found child 32762 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
518,2005-12-04 07:08:02,notice,jk2_init() Found child 32763 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
519,2005-12-04 07:08:04,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
520,2005-12-04 07:08:04,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
521,2005-12-04 07:08:04,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
522,2005-12-04 07:08:04,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
523,2005-12-04 07:08:04,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
524,2005-12-04 07:08:04,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
525,2005-12-04 07:10:54,notice,jk2_init() Found child 308 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
526,2005-12-04 07:11:04,notice,jk2_init() Found child 310 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
527,2005-12-04 07:11:04,notice,jk2_init() Found child 309 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
528,2005-12-04 07:11:05,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
529,2005-12-04 07:11:05,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
530,2005-12-04 07:11:13,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
531,2005-12-04 07:11:13,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
532,2005-12-04 07:11:22,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
533,2005-12-04 07:11:22,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
534,2005-12-04 07:11:49,notice,jk2_init() Found child 311 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
535,2005-12-04 07:12:05,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
536,2005-12-04 07:12:08,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
537,2005-12-04 07:12:22,notice,jk2_init() Found child 312 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
538,2005-12-04 07:12:22,notice,jk2_init() Found child 313 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
539,2005-12-04 07:12:40,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
540,2005-12-04 07:12:40,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
541,2005-12-04 07:12:44,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
542,2005-12-04 07:12:44,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
543,2005-12-04 07:13:09,notice,jk2_init() Found child 314 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
544,2005-12-04 07:13:09,notice,jk2_init() Found child 315 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
545,2005-12-04 07:13:10,notice,jk2_init() Found child 316 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
546,2005-12-04 07:13:36,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
547,2005-12-04 07:13:36,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
548,2005-12-04 07:13:36,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
549,2005-12-04 07:13:41,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
550,2005-12-04 07:13:41,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
551,2005-12-04 07:14:07,notice,jk2_init() Found child 319 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
552,2005-12-04 07:14:07,notice,jk2_init() Found child 317 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
553,2005-12-04 07:14:08,notice,jk2_init() Found child 318 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
554,2005-12-04 07:14:21,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
555,2005-12-04 07:14:29,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
556,2005-12-04 07:14:47,notice,jk2_init() Found child 321 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
557,2005-12-04 07:15:09,notice,jk2_init() Found child 324 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
558,2005-12-04 07:15:09,notice,jk2_init() Found child 323 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
559,2005-12-04 07:17:56,notice,jk2_init() Found child 350 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
560,2005-12-04 07:17:56,notice,jk2_init() Found child 353 in scoreboard slot 12,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
561,2005-12-04 07:17:56,notice,jk2_init() Found child 352 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
562,2005-12-04 07:17:56,notice,jk2_init() Found child 349 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
563,2005-12-04 07:17:56,notice,jk2_init() Found child 348 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
564,2005-12-04 07:17:56,notice,jk2_init() Found child 347 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
565,2005-12-04 07:17:56,notice,jk2_init() Found child 351 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
566,2005-12-04 07:18:00,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
567,2005-12-04 07:18:00,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
568,2005-12-04 07:18:00,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
569,2005-12-04 07:18:00,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
570,2005-12-04 07:18:00,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
571,2005-12-04 07:18:00,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
572,2005-12-04 07:18:00,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
573,2005-12-04 07:18:00,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
574,2005-12-04 07:18:00,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
575,2005-12-04 07:18:00,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
576,2005-12-04 07:18:00,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
577,2005-12-04 07:18:00,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
578,2005-12-04 07:18:00,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
579,2005-12-04 07:18:00,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
580,2005-12-04 07:45:45,error,[client 63.13.186.196] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>,client ip directory index forbidden by rule varwwwhtml,client directory index forbidden by rule,0
581,2005-12-04 08:54:17,error,[client 147.31.138.75] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>,client ip directory index forbidden by rule varwwwhtml,client directory index forbidden by rule,0
582,2005-12-04 09:35:12,error,[client 207.203.80.15] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>,client ip directory index forbidden by rule varwwwhtml,client directory index forbidden by rule,0
583,2005-12-04 10:53:30,error,[client 218.76.139.20] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>,client ip directory index forbidden by rule varwwwhtml,client directory index forbidden by rule,0
584,2005-12-04 11:11:07,error,[client 24.147.151.74] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>,client ip directory index forbidden by rule varwwwhtml,client directory index forbidden by rule,0
585,2005-12-04 11:33:18,error,[client 211.141.93.88] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>,client ip directory index forbidden by rule varwwwhtml,client directory index forbidden by rule,0
586,2005-12-04 11:42:43,error,[client 216.127.124.16] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>,client ip directory index forbidden by rule varwwwhtml,client directory index forbidden by rule,0
587,2005-12-04 12:33:13,error,[client 208.51.151.210] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>,client ip directory index forbidden by rule varwwwhtml,client directory index forbidden by rule,0
588,2005-12-04 13:32:32,error,[client 65.68.235.27] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>,client ip directory index forbidden by rule varwwwhtml,client directory index forbidden by rule,0
589,2005-12-04 14:29:00,error,[client 4.245.93.87] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>,client ip directory index forbidden by rule varwwwhtml,client directory index forbidden by rule,0
590,2005-12-04 15:18:36,error,[client 67.154.58.130] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>,client ip directory index forbidden by rule varwwwhtml,client directory index forbidden by rule,0
591,2005-12-04 15:59:01,error,[client 24.83.37.136] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>,client ip directory index forbidden by rule varwwwhtml,client directory index forbidden by rule,0
592,2005-12-04 16:24:03,notice,jk2_init() Found child 1219 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
593,2005-12-04 16:24:05,error,[client 58.225.62.140] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>,client ip directory index forbidden by rule varwwwhtml,client directory index forbidden by rule,0
594,2005-12-04 16:24:06,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
595,2005-12-04 16:24:06,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
596,2005-12-04 16:31:07,notice,jk2_init() Found child 1248 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
597,2005-12-04 16:32:37,notice,jk2_init() Found child 1253 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
