step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
20,CASH_OUT,131109.77,C1252316726,9.0,0.0,C573049539,492046.8,623156.57,0
20,CASH_OUT,3680.32,C610279048,846559.14,842878.82,C1982877044,39606.97,43287.29,0
20,PAYMENT,20760.05,C300769286,0.0,0.0,M550002577,0.0,0.0,0
20,CASH_IN,22280.65,C883248895,37653.0,59933.65,C1596609331,0.0,0.0,0
20,TRANSFER,1197387.11,C1014005714,16021.0,0.0,C207187958,71616.9,1269004.01,0
20,CASH_OUT,217566.99,C2117723609,31008.0,0.0,C1307695438,47859.14,265426.12,0
20,CASH_OUT,74062.85,C739263676,25937.0,0.0,C654001678,817433.11,581707.22,0
20,TRANSFER,476913.34,C2085896187,32528.0,0.0,C629842874,794179.41,1271092.74,0
20,TRANSFER,800738.97,C1113235784,57198.0,0.0,C198931103,1185105.75,1985844.72,0
20,CASH_IN,127593.27,C158841982,289726.0,417319.27,C1917046494,277646.62,150053.35,0
20,TRANSFER,1041752.0,C1018520788,49845.0,0.0,C989781095,0.0,1041752.0,0
20,CASH_IN,173737.77,C206525065,6658868.2,6832605.97,C1213362253,1607960.11,1434222.34,0
20,PAYMENT,1877.16,C393102738,1814.58,0.0,M1132898026,0.0,0.0,0
20,PAYMENT,9500.3,C1634884137,100518.0,91017.7,M1605661905,0.0,0.0,0
20,CASH_IN,103285.73,C1155922180,10336.0,113621.73,C2041857577,1211913.07,1108627.34,0
20,CASH_OUT,198049.5,C1688558443,288803.96,90754.46,C161168452,1250427.73,1448477.23,0
20,CASH_IN,220001.38,C656591281,20214.0,240215.38,C1539396523,0.0,0.0,0
20,CASH_IN,224972.54,C1920263358,41781.0,266753.54,C1926671912,372301.4,147328.86,0
20,TRANSFER,37246.62,C1222163112,36160.0,0.0,C1478508389,12842.86,50089.48,0
20,CASH_IN,78048.2,C884643693,9082103.4,9160151.6,C463176966,84791.79,6743.59,0
20,CASH_IN,236371.43,C296097037,14661.0,251032.43,C195900722,14064.32,0.0,0
20,TRANSFER,736520.1,C836613137,0.0,0.0,C475794730,1774566.7,2340099.95,0
20,CASH_IN,293267.88,C1758053656,2593436.38,2886704.26,C745381464,996129.74,1339204.71,0
20,PAYMENT,7957.29,C159332696,30459.0,22501.71,M619234278,0.0,0.0,0
20,CASH_OUT,95747.66,C1280173809,50731.0,0.0,C1937630946,1206415.2,1140731.49,0
20,CASH_IN,120465.81,C469089312,126679.0,247144.81,C492641851,28637.03,0.0,0
20,CASH_IN,169095.89,C1312876767,0.0,169095.89,C1907606183,1567522.27,1348832.22,0
20,CASH_IN,223095.66,C1745589682,25403488.61,25626584.27,C750349296,269762.25,46666.59,0
20,CASH_IN,277940.91,C2061814581,5817774.19,6095715.1,C1809716881,5631676.04,5658351.4,0
20,CASH_IN,16422.95,C2075889231,49510.0,65932.95,C722343867,88795.44,72372.49,0
20,CASH_IN,550991.38,C810723061,5086914.45,5637905.83,C1647015718,1693073.22,1560438.98,0
20,CASH_IN,59303.38,C1483040034,932.0,60235.38,C305189339,0.0,0.0,0
20,CASH_OUT,257776.68,C37789126,0.0,0.0,C1643855278,16558792.31,16816568.99,0
20,PAYMENT,1771.6,C314962724,4670.0,2898.4,M772688084,0.0,0.0,0
20,CASH_IN,154429.18,C1649362087,1395398.91,1549828.1,C984394477,1154388.27,1066602.79,0
20,PAYMENT,742.66,C119413209,402.0,0.0,M1044455136,0.0,0.0,0
20,PAYMENT,3891.24,C872362310,49249.0,45357.76,M1279355973,0.0,0.0,0
20,CASH_OUT,134352.57,C422830194,0.0,0.0,C1354779959,577869.16,712221.73,0
20,CASH_OUT,126589.17,C1573908597,546.0,0.0,C1305288021,0.0,111942.42,0
20,CASH_OUT,114728.24,C1397312379,55758.0,0.0,C1611020124,191713.17,306441.41,0
20,TRANSFER,223298.9,C37168438,117321.0,0.0,C767869597,2979378.35,3202677.25,0
20,CASH_OUT,20338.73,C1466226086,0.0,0.0,C1859910612,1662755.74,1683094.47,0
20,CASH_IN,288826.36,C1642394774,7786206.78,8075033.15,C1055635516,4696738.74,4407912.38,0
20,CASH_IN,8339.86,C1321286252,48767.0,57106.86,C1521558457,668077.14,1020163.89,0
20,CASH_IN,99500.79,C763487381,12591.0,112091.79,C100048421,0.0,0.0,0
20,CASH_OUT,267256.8,C693342277,0.0,0.0,C1762403537,1993834.87,2261091.68,0
20,CASH_OUT,138399.44,C1009747120,1096.0,0.0,C603652593,113474.91,364915.51,0
20,CASH_OUT,42939.29,C1516573065,0.0,0.0,C2000713595,682646.83,498435.52,0
20,CASH_IN,136462.19,C1024908007,118591.0,255053.19,C1951843433,26678.52,0.0,0
20,CASH_IN,59975.89,C1912510661,16867911.4,16927887.29,C959887258,17459791.07,17399815.17,0
20,CASH_IN,211544.51,C1850702909,11662.0,223206.51,C1784469037,3245995.35,3049153.83,0
20,TRANSFER,1347857.19,C852036002,62528.0,0.0,C1087985389,0.0,1347857.19,0
20,TRANSFER,1002978.87,C2091304375,91217.0,0.0,C1971736039,671966.48,1674945.35,0
20,CASH_IN,155823.19,C1346234731,159461.94,315285.14,C1014957379,8762746.48,8606923.29,0
20,PAYMENT,7977.02,C1163967063,92567.0,84589.98,M713655694,0.0,0.0,0
20,CASH_OUT,81926.65,C2028140151,0.0,0.0,C1455826282,896491.95,911112.38,0
20,CASH_IN,295213.79,C367528502,20476.0,315689.79,C53358187,0.0,0.0,0
20,CASH_IN,84308.24,C2073670889,10848.0,95156.24,C1885283216,117090.5,32782.26,0
20,CASH_OUT,57072.44,C175053882,22487.0,0.0,C1420703467,229734.29,286806.73,0
20,CASH_OUT,248954.24,C2125102706,307283.0,58328.76,C910455266,65448.4,445511.08,0
20,CASH_OUT,99759.66,C30484595,0.0,0.0,C2133672993,1509476.0,1609235.66,0
20,CASH_OUT,98475.63,C192559227,0.0,0.0,C1843833242,100948.98,199424.61,0
20,PAYMENT,8406.56,C482242422,11936.0,3529.44,M1260462663,0.0,0.0,0
20,CASH_IN,102085.67,C995720462,10159.0,112244.67,C1799913818,49353.95,0.0,0
20,PAYMENT,8164.73,C1818062489,31366.0,23201.27,M1575956087,0.0,0.0,0
20,PAYMENT,15561.84,C1768568023,0.0,0.0,M410227455,0.0,0.0,0
20,PAYMENT,9777.8,C1450321538,21900.81,12123.01,M322667665,0.0,0.0,0
20,PAYMENT,18306.07,C548180745,324.0,0.0,M248402901,0.0,0.0,0
20,PAYMENT,2687.09,C1801561598,29943.0,27255.91,M1635915329,0.0,0.0,0
20,PAYMENT,12181.84,C942236279,0.0,0.0,M1541201409,0.0,0.0,0
20,CASH_OUT,11767.63,C755527305,100156.0,88388.37,C829838910,0.0,0.0,0
20,CASH_OUT,66100.34,C1408357734,0.0,0.0,C933078890,582697.22,648797.56,0
20,CASH_OUT,376354.0,C1579497121,11347.0,0.0,C1741729957,642355.71,1018709.71,0
20,CASH_IN,166054.09,C869991100,1512181.36,1678235.44,C1800159847,294779.44,128725.36,0
20,PAYMENT,4349.62,C1148341276,463.0,0.0,M1469447355,0.0,0.0,0
20,PAYMENT,4504.27,C1692055226,10889.0,6384.73,M1082583760,0.0,0.0,0
20,CASH_OUT,143066.43,C736881531,0.0,0.0,C1853202598,6619762.4,6762828.83,0
20,PAYMENT,5215.01,C128778981,20177.0,14961.99,M1827950240,0.0,0.0,0
20,CASH_OUT,130957.97,C1139247864,103309.0,0.0,C1851561084,0.0,130957.97,0
20,CASH_OUT,659006.09,C1333093522,0.0,0.0,C1702331407,995454.34,1293060.89,0
20,CASH_IN,204959.31,C940333434,55371.0,260330.31,C669024185,0.0,0.0,0
20,CASH_IN,232485.02,C1926377804,12960238.77,13192723.79,C1399124850,1382132.81,1353158.14,0
20,CASH_IN,144821.89,C940747746,108922.0,253743.89,C674685520,253918.23,217113.4,0
20,CASH_OUT,91619.79,C1994702624,0.0,0.0,C1410562333,826304.32,917924.11,0
20,PAYMENT,2501.5,C2027515536,730.0,0.0,M1180869361,0.0,0.0,0
20,PAYMENT,10786.3,C1310638066,533327.77,522541.47,M293140212,0.0,0.0,0
20,PAYMENT,4697.66,C644801523,9359.18,4661.52,M1681118485,0.0,0.0,0
20,CASH_OUT,52663.48,C1810895939,12547.0,0.0,C1835936469,874193.01,1041946.12,0
20,PAYMENT,11238.63,C47414454,99536.0,88297.37,M764001531,0.0,0.0,0
20,CASH_OUT,6867.55,C955735203,0.0,0.0,C1338686176,271467.62,750120.69,0
21,PAYMENT,85.48,C797234532,35398.0,35312.52,M1337272705,0.0,0.0,0
21,CASH_OUT,135433.7,C329821475,0.0,0.0,C536959274,281181.06,416614.76,0
21,CASH_OUT,87099.1,C1886499299,83600.69,0.0,C1868307263,1468369.5,1555468.59,0
21,PAYMENT,20136.37,C414276040,455548.57,435412.2,M1872506222,0.0,0.0,0
21,PAYMENT,14240.46,C58894838,51161.0,36920.54,M1219290693,0.0,0.0,0
21,CASH_OUT,136182.05,C253685161,11178.0,0.0,C844194994,513223.52,662776.59,0
21,CASH_OUT,272960.69,C1728132075,219513.16,0.0,C813957897,553260.17,826220.86,0
21,CASH_IN,42772.47,C1042068551,579.0,43351.47,C1003750821,53950.0,0.0,0
21,CASH_OUT,68482.71,C1708717251,300043.0,231560.29,C94249079,99508.26,167990.97,0
21,CASH_OUT,23292.3,C1861214292,0.0,0.0,C1834461593,392364.62,415656.92,1
21,PAYMENT,4079.24,C538225789,4694.0,614.76,M1936620008,0.0,0.0,0
21,PAYMENT,10214.56,C1696871328,20330.0,10115.44,M1471400730,0.0,0.0,0
21,PAYMENT,24864.15,C2103484727,226724.52,201860.36,M1371637241,0.0,0.0,0
21,PAYMENT,6143.23,C1572318823,0.0,0.0,M1720694925,0.0,0.0,0
21,CASH_IN,487.89,C2141502939,26600810.6,26601298.5,C842984696,4295291.03,4294803.13,0
21,PAYMENT,4934.85,C1270891676,18416.0,13481.15,M77009468,0.0,0.0,0
21,CASH_OUT,106162.85,C620085141,0.0,0.0,C2107063643,1659056.32,1765219.17,0
21,CASH_IN,195593.88,C959202493,14963.0,210556.88,C1617324668,367.0,0.0,0
21,PAYMENT,52126.81,C982239403,0.0,0.0,M629418741,0.0,0.0,0
21,CASH_IN,173639.9,C613291432,3876498.12,4050138.03,C2028773940,3456745.33,3283105.43,0
21,CASH_IN,125203.71,C815821588,8373897.35,8499101.06,C1649493356,670907.2,545703.49,0
21,TRANSFER,618470.0,C1976075395,11585.28,0.0,C2122868895,1127948.48,1746418.48,0
21,CASH_OUT,2495.69,C95654938,3726.89,1231.19,C1361455499,11569.0,3057.53,0
21,CASH_OUT,16849.49,C1674776608,0.0,0.0,C1547143104,2000439.15,2434731.32,0
21,CASH_IN,122353.89,C1503463430,2628997.64,2751351.53,C155747336,291159.01,168805.12,0
21,CASH_OUT,50075.93,C1897088468,0.0,0.0,C1415547271,807535.35,857611.29,0
21,CASH_IN,184064.54,C1635422791,15881.0,199945.54,C1720078459,0.0,0.0,0
21,CASH_IN,30736.53,C28580411,4520304.7,4551041.23,C1347114048,665661.4,634924.88,0
21,CASH_OUT,62101.21,C1217892926,0.0,0.0,C1116928461,591008.27,653109.48,0
21,PAYMENT,4879.28,C1997986784,31228.0,26348.72,M1032204675,0.0,0.0,0
21,CASH_OUT,155851.26,C1548266909,0.0,0.0,C404096126,2556843.27,2737724.6,0
21,PAYMENT,4163.07,C212545235,7024.0,2860.93,M680541138,0.0,0.0,0
21,CASH_IN,21867.1,C1680333794,15634.0,37501.1,C963632471,195439.92,173572.82,0
21,CASH_IN,62068.35,C1086976649,167095.0,229163.35,C1080820601,0.0,0.0,0
21,CASH_OUT,408200.26,C1249673782,0.0,0.0,C1874679514,409958.74,818159.01,0
21,PAYMENT,2283.84,C510271231,10539.68,8255.84,M1229873861,0.0,0.0,0
21,PAYMENT,5103.69,C1698927573,6016.0,912.31,M1471696184,0.0,0.0,0
21,CASH_IN,68090.29,C1991287374,3392186.5,3460276.78,C915876440,606469.25,538378.97,0
21,CASH_OUT,45011.51,C2020586292,0.0,0.0,C510774957,189362.91,234374.42,0
21,CASH_IN,235298.38,C368794236,329642.0,564940.38,C1805512820,610733.53,375435.15,0
21,CASH_OUT,76911.19,C615424987,0.0,0.0,C1588170255,206991.45,283902.64,0
21,CASH_IN,189372.79,C47977176,3081372.08,3270744.87,C769201281,243821.73,54448.93,0
21,PAYMENT,6051.15,C880285378,2265.0,0.0,M1508388498,0.0,0.0,0
21,PAYMENT,6493.77,C1039180942,205778.28,199284.51,M484513051,0.0,0.0,0
21,CASH_IN,170817.77,C2089975884,10707829.61,10878647.38,C371793088,352418.25,181600.47,0
21,PAYMENT,10215.53,C1009734798,11746.0,1530.47,M14464987,0.0,0.0,0
21,PAYMENT,1649.75,C965924326,100682.0,99032.25,M415363721,0.0,0.0,0
21,PAYMENT,4643.43,C124548701,94290.69,89647.26,M1683386610,0.0,0.0,0
21,CASH_OUT,8517.82,C1911907684,0.0,0.0,C1141770167,4444727.42,4612920.81,0
21,CASH_OUT,59740.37,C46559497,15835.0,0.0,C1244947864,9820973.2,9921348.56,0
21,DEBIT,9994.85,C910121332,219003.0,209008.15,C1144705134,4722037.39,4732032.24,0
21,TRANSFER,119068.69,C1689441861,0.0,0.0,C1272625864,445193.45,998236.59,0
21,CASH_OUT,454468.59,C213326120,0.0,0.0,C579802590,4377879.56,4832348.15,0
21,CASH_IN,58802.25,C2121183166,8236.0,67038.25,C2099998439,260237.37,201435.12,0
21,CASH_IN,547891.96,C2004423182,4748095.36,5295987.33,C1724260087,576411.15,28519.19,0
21,CASH_IN,445091.91,C1253979203,808888.29,1253980.2,C771115683,1538126.97,1093035.07,0
21,TRANSFER,191913.05,C258687269,5562.0,0.0,C498569611,0.0,191913.05,0
21,TRANSFER,182307.83,C120535858,404843.0,222535.17,C1818389031,1261258.06,1443565.88,0
21,PAYMENT,4981.27,C842635093,193687.99,188706.72,M1491860613,0.0,0.0,0
21,CASH_OUT,15609.44,C133025290,50352.0,34742.56,C321199570,0.0,15609.44,0
21,PAYMENT,9454.07,C1800321781,25703.66,16249.6,M776435074,0.0,0.0,0
21,PAYMENT,10045.01,C752931682,100928.0,90882.99,M1384711322,0.0,0.0,0
21,CASH_OUT,108608.25,C142396806,0.0,0.0,C1238192505,348953.2,457561.45,0
21,DEBIT,16609.65,C354446087,0.0,0.0,C443625234,81440.5,98050.16,0
21,PAYMENT,28991.2,C1670364865,540.0,0.0,M1869128311,0.0,0.0,0
21,TRANSFER,785323.0,C1204079316,785323.0,0.0,C637091706,0.0,0.0,1
21,PAYMENT,1712.53,C621972378,90882.99,89170.46,M1910223297,0.0,0.0,0
21,CASH_OUT,105637.08,C2071312907,19307.0,0.0,C720331490,81306.67,186943.75,0
21,CASH_OUT,234677.49,C267448786,0.0,0.0,C1326156522,460247.21,694924.7,0
21,CASH_OUT,166453.05,C1101858478,184.0,0.0,C1995096927,0.0,166453.05,0
21,TRANSFER,221469.82,C963492053,6830.88,0.0,C1109058009,718754.73,940224.55,0
21,TRANSFER,556041.98,C1432399829,49624.0,0.0,C1789469442,0.0,556041.98,0
21,CASH_OUT,47758.08,C81096978,0.0,0.0,C1713073806,241712.02,289470.1,0
21,CASH_OUT,46176.7,C1181805528,0.0,0.0,C319268636,144793.15,190969.85,0
21,PAYMENT,281.59,C1486793439,0.0,0.0,M1750044364,0.0,0.0,0
21,CASH_IN,92831.19,C1197909580,17543705.44,17636536.63,C640330387,866538.74,773707.55,0
21,PAYMENT,12302.35,C176384931,21341.0,9038.65,M848892252,0.0,0.0,0
21,PAYMENT,17532.74,C281677234,106199.0,88666.26,M1206903889,0.0,0.0,0
21,PAYMENT,564.85,C1553090858,73445.09,72880.24,M664021173,0.0,0.0,0
21,CASH_OUT,158299.34,C179332971,158299.34,0.0,C631110333,36152.54,271369.74,1
21,TRANSFER,158299.34,C278180302,158299.34,0.0,C1551346623,0.0,0.0,1
21,CASH_OUT,785323.0,C1794798581,785323.0,0.0,C801984124,803839.25,1720783.92,1
21,PAYMENT,6471.77,C1853759137,103793.0,97321.23,M909495538,0.0,0.0,0
21,PAYMENT,360.86,C884591412,95981.97,95621.11,M1133185123,0.0,0.0,0
21,CASH_OUT,7053.47,C822915922,0.0,0.0,C1786905660,1137427.44,1313634.71,0
21,PAYMENT,4818.94,C214522571,7089.45,2270.51,M1718817801,0.0,0.0,0
21,CASH_OUT,169036.6,C833893765,195834.39,26797.8,C1996526533,2858500.79,3027537.39,0
21,CASH_OUT,27770.83,C1067309458,51147.0,23376.17,C1247600089,15248321.63,15671038.5,0
21,PAYMENT,2756.11,C1393579345,106359.96,103603.85,M184825200,0.0,0.0,0
21,TRANSFER,191933.09,C1637108067,32177.0,0.0,C1780691736,580739.71,890371.25,0
21,CASH_OUT,50967.54,C2093179383,341832.0,290864.46,C1062332063,227282.92,278250.46,0
21,PAYMENT,4326.54,C2070253236,26484.0,22157.46,M1235993808,0.0,0.0,0
21,PAYMENT,16902.66,C1419023747,2050.85,0.0,M2076018255,0.0,0.0,0
21,PAYMENT,38220.2,C1674239509,176830.47,138610.27,M312303855,0.0,0.0,0
21,CASH_IN,218915.66,C1930810106,10547176.39,10766092.04,C2029031212,1789826.63,1570910.98,0
21,CASH_IN,160261.42,C1271251358,3171107.19,3331368.61,C1964961161,506965.96,0.0,0
21,CASH_IN,296577.21,C1073549256,2076.0,298653.21,C38146829,0.0,0.0,0
21,CASH_IN,244781.6,C156873808,3700381.3,3945162.9,C830968432,805597.76,651323.06,0
21,PAYMENT,7823.11,C1247677335,67438.0,59614.89,M1056295850,0.0,0.0,0
21,PAYMENT,1830.13,C1075049849,5750.0,3919.87,M1469045059,0.0,0.0,0
21,CASH_OUT,26942.1,C1089552887,0.0,0.0,C987987146,1047934.23,1074876.33,0
21,PAYMENT,970.72,C951015570,138375.0,137404.28,M31507303,0.0,0.0,0
21,PAYMENT,17026.56,C1752584093,0.0,0.0,M1735839009,0.0,0.0,0
21,CASH_OUT,59421.7,C899955371,0.0,0.0,C1685892117,806537.97,865959.66,0
21,PAYMENT,1086.67,C2144271008,0.0,0.0,M629417711,0.0,0.0,0
21,CASH_OUT,30569.05,C174465332,0.0,0.0,C1088444375,374063.2,404632.25,0
21,PAYMENT,1597.53,C944038919,451924.23,450326.69,M698891880,0.0,0.0,0
21,PAYMENT,22831.66,C2023767863,127925.97,105094.31,M2033105720,0.0,0.0,0
21,PAYMENT,8864.95,C1422958514,10171.0,1306.05,M1985100027,0.0,0.0,0
21,CASH_OUT,129480.83,C1271746008,0.0,0.0,C2131582857,11851212.28,13343517.66,0
21,CASH_OUT,381671.89,C1643410190,0.0,0.0,C1321530272,415373.31,797045.19,0
21,PAYMENT,632.85,C1624077254,0.0,0.0,M238990601,0.0,0.0,0
21,CASH_IN,10309.11,C1983173775,878016.36,888325.47,C1797965977,113990.73,103681.62,0
21,PAYMENT,8048.53,C1762133741,37461.0,29412.47,M914794438,0.0,0.0,0
21,CASH_OUT,120631.54,C338191737,178856.67,58225.13,C1610603024,1026808.05,1147439.59,0
21,CASH_IN,167584.31,C1885926285,467453.2,635037.51,C1485360262,2412697.49,2410398.06,0
21,CASH_OUT,104940.11,C1308253012,39628.0,0.0,C1601603072,3166304.77,3218922.91,0
21,PAYMENT,410.57,C752303269,85877.0,85466.43,M1268860759,0.0,0.0,0
21,PAYMENT,3008.16,C761897518,0.0,0.0,M542999155,0.0,0.0,0
21,PAYMENT,2315.46,C1032426180,0.0,0.0,M966958194,0.0,0.0,0
21,PAYMENT,7599.88,C25491083,0.0,0.0,M1372836423,0.0,0.0,0
21,PAYMENT,4246.88,C1463959406,0.0,0.0,M1055400941,0.0,0.0,0
21,PAYMENT,10842.52,C1242361116,238630.53,227788.01,M210977018,0.0,0.0,0
21,PAYMENT,23396.9,C1204440693,158186.0,134789.1,M91129860,0.0,0.0,0
21,PAYMENT,7844.28,C1558886560,0.0,0.0,M359362867,0.0,0.0,0
21,PAYMENT,14541.61,C1304540302,0.0,0.0,M1788782584,0.0,0.0,0
21,PAYMENT,9588.91,C1155310630,30591.0,21002.09,M2046348186,0.0,0.0,0
22,PAYMENT,118.06,C932805712,7547.0,7428.94,M736397392,0.0,0.0,0
22,CASH_IN,84719.24,C1636459537,5718403.69,5803122.93,C2127234817,814040.65,729321.42,0
22,PAYMENT,24323.34,C1518191520,11682.0,0.0,M1517570588,0.0,0.0,0
22,PAYMENT,19291.57,C1352102275,13196.0,0.0,M686997954,0.0,0.0,0
22,PAYMENT,8520.98,C1416520365,0.0,0.0,M714728388,0.0,0.0,0
22,TRANSFER,37100.29,C362085592,37100.29,0.0,C1652057111,0.0,0.0,1
22,TRANSFER,293887.53,C823158734,61570.0,0.0,C394826373,0.0,293887.53,0
22,TRANSFER,24254.53,C1536336713,56.0,0.0,C1527562617,151425.16,175679.7,0
22,CASH_IN,282132.32,C483405399,14130.0,296262.32,C1235094356,0.0,0.0,0
22,CASH_OUT,186028.68,C447918657,443271.0,257242.32,C1443035825,123541.29,309569.98,0
22,CASH_IN,3770.76,C2039117939,6087548.66,6091319.42,C1989772207,1685181.89,1681411.13,0
22,CASH_IN,127446.0,C895129485,976587.81,1104033.81,C569874668,1084109.39,956663.38,0
22,PAYMENT,3709.7,C545561163,10832.0,7122.3,M1118996995,0.0,0.0,0
22,TRANSFER,489767.32,C869780206,489767.32,0.0,C926230389,0.0,0.0,1
22,TRANSFER,74804.24,C1239771149,74804.24,0.0,C1699565892,0.0,0.0,1
22,CASH_OUT,74804.24,C1683055902,74804.24,0.0,C313857348,0.0,74804.24,1
22,PAYMENT,16178.36,C748541723,5074.0,0.0,M376155749,0.0,0.0,0
22,CASH_OUT,116475.36,C1049222270,54052.0,0.0,C723798994,0.0,116475.36,0
22,TRANSFER,1258956.71,C1209224134,1258956.71,0.0,C314012937,0.0,0.0,1
22,CASH_OUT,2068118.36,C1672125863,2068118.36,0.0,C559485820,3054285.45,5122403.81,1
22,TRANSFER,2068118.36,C1472367087,2068118.36,0.0,C52390890,0.0,0.0,1
22,CASH_OUT,235512.2,C1956707614,235512.2,0.0,C1481851679,8490637.21,9272647.09,1
22,TRANSFER,235512.2,C480136801,235512.2,0.0,C160106315,0.0,0.0,1
22,CASH_OUT,37100.29,C142707413,37100.29,0.0,C63948986,433212.41,470312.7,1
22,TRANSFER,461509.86,C1765744035,461509.86,0.0,C788887602,0.0,0.0,1
22,CASH_OUT,461509.86,C2141057802,461509.86,0.0,C802885021,302583.81,764093.67,1
22,CASH_IN,68436.99,C596090797,5566846.74,5635283.74,C1173563346,438426.05,369989.05,0
22,CASH_IN,130833.38,C1596812358,12210.0,143043.38,C2046528818,93531.9,0.0,0
22,CASH_OUT,346704.55,C54851371,346704.55,0.0,C943084296,513994.79,860699.34,1
22,CASH_OUT,1258956.71,C673988903,1258956.71,0.0,C833477645,4736010.72,5994967.43,1
22,TRANSFER,346704.55,C1332180070,346704.55,0.0,C2027621451,0.0,0.0,1
22,PAYMENT,1298.57,C2110320685,0.0,0.0,M817182370,0.0,0.0,0
22,CASH_IN,36863.69,C1878033274,31377.0,68240.69,C581968038,161409.78,124546.08,0
22,CASH_IN,21592.83,C1179232319,169610.0,191202.83,C1783923110,1340814.22,1319221.4,0
22,TRANSFER,63107.75,C619836038,30520.0,0.0,C413651206,0.0,63107.75,0
22,TRANSFER,18776.19,C404811492,72572.0,53795.81,C1039916140,458583.57,477359.77,0
22,CASH_OUT,89571.46,C1022920965,4505.6,0.0,C1460548505,1929428.01,2018999.47,1
22,CASH_OUT,89234.54,C2134043539,0.0,0.0,C500559932,619275.01,708509.56,0
22,TRANSFER,839614.37,C1034937904,0.0,0.0,C1453128758,2612347.21,3451961.59,0
22,PAYMENT,6968.84,C1657339013,372202.0,365233.16,M1230166232,0.0,0.0,0
22,TRANSFER,239646.72,C1977304181,239646.72,0.0,C1053513851,0.0,0.0,1
22,PAYMENT,17523.83,C1612941237,20820.0,3296.17,M1969874391,0.0,0.0,0
22,PAYMENT,17293.73,C681023276,160.0,0.0,M422030291,0.0,0.0,0
22,CASH_IN,127772.22,C1015285791,11596736.4,11724508.62,C1460548505,2057200.23,2018999.47,0
22,TRANSFER,77773.14,C834571675,77773.14,0.0,C312865842,0.0,0.0,1
22,CASH_OUT,77773.14,C598573300,77773.14,0.0,C2060664104,1853403.61,1931176.75,1
22,PAYMENT,5905.93,C1062181364,38155.0,32249.07,M1317316614,0.0,0.0,0
22,CASH_OUT,239646.72,C663158205,239646.72,0.0,C1104558647,2208970.26,2448616.98,1
22,CASH_OUT,142636.6,C1397572478,53851.0,0.0,C1588754258,71000.0,207215.36,0
22,CASH_OUT,219599.61,C278644993,0.0,0.0,C1705929636,5634281.0,5853880.6,0
22,PAYMENT,33566.62,C1272100812,5802.05,0.0,M499113236,0.0,0.0,0
22,CASH_OUT,37311.79,C951827322,0.0,0.0,C1279688013,284833.25,364766.79,0
22,TRANSFER,151624.32,C990221684,0.0,0.0,C1706134218,363125.09,514749.41,0
22,PAYMENT,15439.94,C1366766996,190113.0,174673.06,M1051611541,0.0,0.0,0
22,CASH_IN,124363.42,C1323646609,7395738.24,7520101.67,C843791580,300926.3,176562.88,0
22,PAYMENT,4447.31,C1922791797,27262.0,22814.69,M499749632,0.0,0.0,0
22,PAYMENT,15009.58,C173418948,30740.0,15730.42,M691333433,0.0,0.0,0
22,CASH_IN,32499.92,C1632487343,1800303.8,1832803.72,C1413033701,5280160.31,5247660.4,0
22,CASH_OUT,379878.0,C1495269307,379878.0,0.0,C475345362,1301414.19,1681292.19,1
22,TRANSFER,313939.66,C163301997,1039.0,0.0,C1290609197,0.0,414492.99,0
22,CASH_IN,30622.09,C95823390,0.0,30622.09,C1164664372,238308.17,207686.08,0
22,CASH_OUT,132190.8,C1414375348,0.0,0.0,C1274811054,1113326.71,1245517.51,0
22,PAYMENT,33673.77,C1373977655,448262.34,414588.57,M411897012,0.0,0.0,0
22,PAYMENT,12011.52,C2084405473,50737.0,38725.48,M1833819207,0.0,0.0,0
22,CASH_OUT,489767.32,C480109552,489767.32,0.0,C720599914,0.0,489767.32,1
22,TRANSFER,379878.0,C336424141,379878.0,0.0,C404961694,0.0,0.0,1
22,CASH_OUT,72296.52,C1703334561,11239.0,0.0,C2007575119,78800.08,151096.6,0
22,CASH_OUT,7807.59,C1722984957,1016.0,0.0,C920627879,0.0,7807.59,0
22,PAYMENT,10950.19,C326083697,0.0,0.0,M185712600,0.0,0.0,0
22,PAYMENT,1049.31,C1298844382,10619.0,9569.69,M1835106189,0.0,0.0,0
22,PAYMENT,9067.7,C1387353467,0.0,0.0,M1773912255,0.0,0.0,0
22,PAYMENT,14855.74,C22359856,16401.0,1545.26,M965883951,0.0,0.0,0
22,CASH_OUT,126007.56,C451039706,145891.0,19883.44,C2119334626,59398.08,185405.64,0
22,PAYMENT,17256.46,C1643206807,115075.98,97819.53,M1280614721,0.0,0.0,0
22,PAYMENT,3528.91,C921451904,0.0,0.0,M339094548,0.0,0.0,0
22,CASH_OUT,5958.69,C1383264476,61245.0,55286.31,C541610570,861958.98,867917.66,0
22,CASH_IN,30460.08,C712211345,283402.81,313862.89,C1251635013,199916.03,169455.95,0
22,TRANSFER,37990.56,C511875770,48929.0,10938.44,C1673773702,0.0,37990.56,0
22,CASH_IN,54544.3,C177880687,18643534.42,18698078.72,C1746419481,2158198.92,2103654.63,0
22,PAYMENT,16353.82,C1303341644,0.0,0.0,M1543955496,0.0,0.0,0
22,PAYMENT,13430.98,C1522638065,260.0,0.0,M1672957355,0.0,0.0,0
22,PAYMENT,4004.22,C1247945493,246.0,0.0,M2036649588,0.0,0.0,0
22,PAYMENT,5934.94,C508281306,0.0,0.0,M1598652627,0.0,0.0,0
